Provider Number,Facility Name,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary ,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Number of patients in nPCR summary,Number of patient-months in nPCR summary,SWR category text,PPPW category text
512503,FMS - CHARLESTON,Profit,FRESENIUS MEDICAL CARE,32,Worse than Expected,127,180,1590,196,1706,As Expected,Worse than Expected,As Expected,145,232,620,Better than Expected,Worse than Expected,177,177,1490,0,,As Expected,As Expected
512505,BMA - BECKLEY,Profit,FRESENIUS MEDICAL CARE,20,Worse than Expected,47,79,719,87,734,As Expected,As Expected,As Expected,65,123,299,As Expected,Worse than Expected,82,82,692,0,,As Expected,As Expected
512506,BMA - MORGANTOWN,Profit,FRESENIUS MEDICAL CARE,17,As Expected,69,103,916,112,953,As Expected,As Expected,As Expected,84,117,341,Better than Expected,As Expected,85,85,719,0,,As Expected,As Expected
512507,BMA - WELCH,Profit,FRESENIUS MEDICAL CARE,12,Worse than Expected,31,41,360,44,382,As Expected,As Expected,As Expected,31,44,119,As Expected,As Expected,44,44,385,0,,Not Available,Worse than Expected
392853,"BIO MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",Profit,FRESENIUS MEDICAL CARE,13,As Expected,32,63,579,64,597,As Expected,As Expected,As Expected,43,50,101,As Expected,As Expected,64,64,605,0,,Not Available,As Expected
392854,"OIL CITY DIALYSIS CENTER, LLC",Profit,AMERICAN RENAL ASSOCIATES,15,As Expected,51,72,579,79,612,As Expected,As Expected,As Expected,65,90,169,As Expected,As Expected,68,68,530,0,,Not Available,As Expected
392855,DAVITA ELLWOOD CITY DIALYSIS,Profit,DAVITA,5,Not Available,2,8,81,8,84,Not Available,Not Available,Not Available,3,2,10,Not Available,Not Available,8,8,84,0,,Not Available,Not Available
392856,"FRESENIUS KIDNEY CARE READING, LLC",Profit,FRESENIUS MEDICAL CARE,11,As Expected,35,58,471,60,485,As Expected,As Expected,As Expected,37,60,76,As Expected,As Expected,57,57,451,0,,Not Available,As Expected
402557,FMC AIBONITO,Profit,FRESENIUS MEDICAL CARE,22,Not Available,17,43,236,48,254,As Expected,As Expected,Not Available,21,22,21,As Expected,As Expected,48,48,256,0,,Not Available,As Expected
422619,FRESENIUS MEDICAL CARE WEST CONWAY,Profit,FRESENIUS MEDICAL CARE,16,As Expected,52,75,705,79,729,As Expected,As Expected,As Expected,61,48,277,As Expected,As Expected,76,76,721,0,,Worse than Expected,As Expected
422620,DAVITA JEDBURG DIALYSIS,Profit,DAVITA,18,As Expected,55,86,766,88,793,As Expected,As Expected,Worse than Expected,66,77,286,As Expected,As Expected,89,89,803,0,,As Expected,As Expected
442518,DCI CUMBERLAND,Non-Profit,"DIALYSIS CLINIC, INC.",28,As Expected,64,85,737,91,796,As Expected,As Expected,As Expected,74,69,324,As Expected,As Expected,73,73,589,0,,As Expected,As Expected
442519,FMC BRISTOL,Profit,FRESENIUS MEDICAL CARE,16,As Expected,52,67,584,73,602,As Expected,As Expected,As Expected,57,79,252,As Expected,As Expected,71,71,596,0,,Not Available,As Expected
442522,FMC EASTERN TENNESSEE,Profit,FRESENIUS MEDICAL CARE,19,As Expected,22,42,395,44,406,As Expected,As Expected,As Expected,30,37,131,As Expected,As Expected,44,44,402,0,,Not Available,As Expected
442524,FMC EAST MEMPHIS,Profit,FRESENIUS MEDICAL CARE,31,As Expected,100,156,1437,163,1443,As Expected,As Expected,As Expected,117,127,465,Better than Expected,As Expected,165,165,1480,0,,As Expected,As Expected
422534,DAVITA CENTRAL BAMBERG DIALYSIS,Profit,DAVITA,20,As Expected,40,51,431,56,445,As Expected,As Expected,As Expected,46,48,187,As Expected,As Expected,55,55,440,0,,Not Available,As Expected
422535,LORIS DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,20,As Expected,65,80,699,82,711,As Expected,As Expected,As Expected,73,69,294,As Expected,As Expected,84,84,736,0,,Not Available,As Expected
422536,"SENECA DIALYSIS CENTER, LLC",Profit,AMERICAN RENAL ASSOCIATES,14,As Expected,33,47,427,50,458,As Expected,As Expected,As Expected,43,42,155,As Expected,As Expected,50,50,462,0,,Not Available,As Expected
422537,FRESENIUS MEDICAL CARE MANNING,Profit,FRESENIUS MEDICAL CARE,21,As Expected,46,70,632,74,661,As Expected,As Expected,As Expected,54,34,225,As Expected,Worse than Expected,73,73,658,0,,As Expected,As Expected
422639,"DIALYSIS NEWCO, INC.",Profit,"US RENAL CARE, INC.",13,As Expected,22,39,330,42,330,As Expected,As Expected,As Expected,28,30,113,As Expected,As Expected,43,43,345,0,,Not Available,As Expected
552508,FMC-WOODLAND HILLS DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,21,As Expected,70,125,1167,126,1201,As Expected,As Expected,As Expected,75,84,264,Better than Expected,As Expected,126,126,1214,0,,As Expected,As Expected
552509,DAVITA WHITTIER DIALYSIS,Profit,DAVITA,18,As Expected,73,140,1069,142,1098,Worse than Expected,As Expected,Worse than Expected,86,110,365,As Expected,As Expected,128,128,993,0,,Not Available,As Expected
552510,DAVITA CREEKSIDE DIALYSIS CENTER,Profit,DAVITA,12,As Expected,37,63,556,63,554,As Expected,As Expected,As Expected,46,52,177,As Expected,As Expected,64,64,576,0,,Not Available,As Expected
552511,DAVITA ROSEMEAD SPRINGS DIALYSIS CENTER,Profit,DAVITA,16,As Expected,53,80,743,83,753,As Expected,As Expected,As Expected,61,73,294,As Expected,As Expected,81,81,750,0,,As Expected,As Expected
552596,"ONTARIO DIALYSIS, INC.",Profit,INDEPENDENT,32,As Expected,86,162,1611,161,1529,As Expected,As Expected,As Expected,96,109,458,Better than Expected,As Expected,168,168,1653,0,,As Expected,As Expected
402558,FKC CIUDAD CRIOLLA,Profit,FRESENIUS MEDICAL CARE,12,Not Available,10,20,66,23,107,Not Available,As Expected,Not Available,11,23,11,Not Available,As Expected,23,23,108,0,,Not Available,Worse than Expected
412501,FRESENIUS MEDICAL CARE OF WARWICK,Profit,FRESENIUS MEDICAL CARE,25,As Expected,101,147,1324,159,1400,As Expected,As Expected,Better than Expected,114,180,465,As Expected,As Expected,152,152,1353,0,,Better than Expected,Better than Expected
412502,DIALYSIS CENTER OF WESTERLY,Profit,AMERICAN RENAL ASSOCIATES,15,As Expected,27,44,364,50,390,As Expected,As Expected,As Expected,41,61,155,Worse than Expected,Better than Expected,50,50,385,0,,Not Available,As Expected
412503,DIALYSIS CENTER OF WOONSOCKET,Profit,AMERICAN RENAL ASSOCIATES,23,As Expected,43,80,731,84,773,As Expected,As Expected,Better than Expected,54,74,247,As Expected,As Expected,83,83,758,0,,Not Available,As Expected
412504,DIALYSIS CENTER OF WEST WARWICK,Profit,AMERICAN RENAL ASSOCIATES,34,Worse than Expected,56,100,929,111,971,As Expected,As Expected,As Expected,77,92,360,As Expected,As Expected,113,113,976,0,,As Expected,As Expected
412505,NNA OF PROVIDENCE,Profit,FRESENIUS MEDICAL CARE,22,As Expected,93,148,1390,155,1448,As Expected,As Expected,As Expected,101,142,472,As Expected,As Expected,142,142,1348,0,,As Expected,As Expected
442527,"BIO-MEDICAL APPLICATION OF TENNESSEE, INC.",Profit,FRESENIUS MEDICAL CARE,24,As Expected,40,55,506,58,517,As Expected,As Expected,As Expected,47,68,201,Better than Expected,As Expected,56,56,507,0,,Not Available,As Expected
442528,DCI MURFREESBORO,Non-Profit,"DIALYSIS CLINIC, INC.",30,As Expected,102,147,1303,158,1361,As Expected,As Expected,As Expected,121,153,470,As Expected,As Expected,152,152,1260,0,,As Expected,Worse than Expected
392875,DAVITA NAPOLEON PLACE DIALYSIS,Profit,DAVITA,12,As Expected,18,31,257,35,272,As Expected,As Expected,As Expected,22,27,34,As Expected,As Expected,35,35,267,0,,Not Available,As Expected
392876,"NORTHEAST PHILADELPHIA DIALYSIS CENTER, LLC",Profit,AMERICAN RENAL ASSOCIATES,17,As Expected,28,59,468,68,530,As Expected,As Expected,Better than Expected,39,38,60,As Expected,As Expected,66,66,511,0,,Not Available,As Expected
392877,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC",Profit,FRESENIUS MEDICAL CARE,13,Not Available,19,30,234,31,244,As Expected,As Expected,As Expected,22,19,42,As Expected,As Expected,32,32,243,0,,Not Available,As Expected
422640,DAVITA MCCOLL DIALYSIS,Profit,DAVITA,16,Worse than Expected,57,70,623,78,663,As Expected,As Expected,Worse than Expected,62,67,241,As Expected,As Expected,48,48,379,0,,As Expected,As Expected
422641,DAVITA GASTON DIALYSIS,Profit,DAVITA,11,As Expected,36,49,395,49,393,As Expected,As Expected,As Expected,43,41,198,As Expected,As Expected,50,50,402,0,,Not Available,As Expected
422642,DAVITA HARTS DIALYSIS,Profit,DAVITA,22,As Expected,27,35,314,35,311,As Expected,As Expected,As Expected,29,28,129,As Expected,As Expected,31,31,283,0,,Not Available,As Expected
422644,"DSI GREENVILLE, LLC",Profit,"US RENAL CARE, INC.",4,As Expected,45,64,533,66,553,As Expected,As Expected,As Expected,53,53,161,Not Available,Not Available,0,0,,0,,Not Available,As Expected
422645,DAVITA PAMPLICO DIALYSIS,Profit,DAVITA,20,As Expected,70,85,684,89,723,As Expected,As Expected,As Expected,77,70,260,As Expected,As Expected,78,78,638,0,,As Expected,As Expected
442569,FMC MEMPHIS,Profit,FRESENIUS MEDICAL CARE,33,As Expected,72,97,885,101,903,As Expected,As Expected,Worse than Expected,77,77,327,As Expected,As Expected,103,103,909,0,,As Expected,As Expected
432301,HURON REGIONAL MEDICAL CTR,Non-Profit,INDEPENDENT,7,As Expected,17,24,222,23,226,As Expected,Not Available,As Expected,20,10,74,As Expected,As Expected,24,24,231,0,,Not Available,As Expected
442611,DAVITA GALLERIA DIALYSIS,Profit,DAVITA,16,Not Available,18,42,334,43,343,As Expected,As Expected,As Expected,27,17,93,As Expected,As Expected,42,42,343,0,,Not Available,As Expected
442613,FMC COLUMBIA,Profit,FRESENIUS MEDICAL CARE,42,As Expected,111,164,1435,177,1516,As Expected,As Expected,As Expected,126,128,503,Better than Expected,As Expected,150,150,1273,0,,As Expected,As Expected
442614,RCG SPRINGFIELD,Profit,FRESENIUS MEDICAL CARE,16,As Expected,43,58,524,65,546,As Expected,As Expected,As Expected,48,65,211,As Expected,As Expected,64,64,550,0,,As Expected,As Expected
442615,RCG WEST NASHVILLE,Profit,FRESENIUS MEDICAL CARE,38,As Expected,98,149,1241,157,1292,As Expected,As Expected,As Expected,112,143,465,Better than Expected,As Expected,159,159,1308,0,,As Expected,As Expected
422597,DAVITA PENDLETON DIALYSIS,Profit,DAVITA,10,As Expected,23,30,259,34,279,As Expected,As Expected,As Expected,25,27,109,As Expected,As Expected,34,34,279,0,,Not Available,As Expected
422598,DAVITA FABER PLACE DIALYSIS,Profit,DAVITA,16,As Expected,51,72,602,81,648,As Expected,As Expected,As Expected,58,43,251,As Expected,As Expected,81,81,652,0,,As Expected,As Expected
422599,FRESENIUS MEDICAL SERVICES OF PENDLETON,Profit,FRESENIUS MEDICAL CARE,11,As Expected,17,31,278,36,296,As Expected,As Expected,As Expected,24,30,105,As Expected,As Expected,36,36,298,0,,Not Available,As Expected
422600,FMC SERVICES OF BELTON HONEA PATH,Profit,FRESENIUS MEDICAL CARE,17,As Expected,34,43,442,45,448,As Expected,As Expected,As Expected,36,46,158,As Expected,As Expected,45,45,449,0,,Not Available,As Expected
422601,MT PLEASANT DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,16,As Expected,37,52,422,53,425,As Expected,As Expected,As Expected,48,34,210,As Expected,As Expected,54,54,436,0,,Not Available,As Expected
392878,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",Profit,FRESENIUS MEDICAL CARE,12,Not Available,3,5,21,7,24,Not Available,Worse than Expected,Not Available,3,17,4,Not Available,Not Available,10,10,31,0,,Not Available,Not Available
392879,DAVITA NESHAMINY DIALYSIS,Profit,DAVITA,16,Not Available,4,14,70,13,77,Not Available,As Expected,Not Available,10,14,10,Not Available,As Expected,14,14,81,0,,Not Available,As Expected
392880,"KIDNEY CENTER HOME THERAPIES, LLC",Profit,NORTH CENTRAL PENNSYLVANIA DIALYSIS CLI,2,Not Available,10,16,43,17,44,Not Available,Not Available,Not Available,12,7,12,Not Available,Not Available,5,5,16,0,,Not Available,As Expected
422511,DCI SPARTANBURG,Non-Profit,"DIALYSIS CLINIC, INC.",43,As Expected,100,146,908,151,939,As Expected,As Expected,As Expected,120,115,370,As Expected,As Expected,152,152,939,0,,As Expected,Worse than Expected
422512,DAVITA AIKEN DIALYSIS,Profit,DAVITA,22,As Expected,49,68,607,68,609,As Expected,As Expected,As Expected,56,65,274,As Expected,As Expected,63,63,551,0,,As Expected,As Expected
422513,DCI WEST ASHLEY,Non-Profit,"DIALYSIS CLINIC, INC.",23,As Expected,67,80,806,85,820,As Expected,As Expected,Better than Expected,75,76,306,As Expected,As Expected,85,85,817,0,,As Expected,As Expected
442572,DCI CLARKSVILLE HWY,Non-Profit,"DIALYSIS CLINIC, INC.",20,As Expected,26,38,380,38,379,As Expected,As Expected,As Expected,33,21,132,As Expected,As Expected,39,39,392,0,,Not Available,As Expected
442573,DAVITA MEMPHIS CENTRAL DIALYSIS,Profit,DAVITA,26,As Expected,67,106,1029,108,991,As Expected,As Expected,Worse than Expected,76,102,333,As Expected,As Expected,109,109,1058,0,,As Expected,As Expected
442574,FMC ROANE COUNTY,Profit,FRESENIUS MEDICAL CARE,19,As Expected,48,59,502,63,517,As Expected,As Expected,As Expected,53,63,210,As Expected,As Expected,63,63,518,0,,Not Available,As Expected
442576,DAVITA MEMPHIS EAST DIALYSIS,Profit,DAVITA,34,As Expected,113,176,1613,181,1561,As Expected,As Expected,As Expected,138,171,638,As Expected,As Expected,125,125,1157,0,,As Expected,As Expected
442577,FMC KINGSPORT,Profit,FRESENIUS MEDICAL CARE,23,As Expected,61,103,858,105,897,As Expected,As Expected,As Expected,71,75,297,As Expected,As Expected,105,105,907,0,,As Expected,As Expected
442616,RCG GALLATIN,Profit,FRESENIUS MEDICAL CARE,16,As Expected,30,51,426,55,440,As Expected,As Expected,As Expected,41,53,157,As Expected,As Expected,55,55,446,0,,Not Available,As Expected
442617,DAVITA HERMITAGE DIALYSIS,Profit,DAVITA,12,As Expected,32,45,361,46,374,Worse than Expected,Worse than Expected,As Expected,39,71,132,As Expected,As Expected,41,41,329,0,,Not Available,As Expected
402538,ATLANTIS RENAL CENTRE OF CAGUAS,Profit,ATLANTIS HEALTHCARE GROUP,28,Worse than Expected,99,184,1826,189,1878,Worse than Expected,As Expected,Worse than Expected,112,137,458,Better than Expected,Worse than Expected,182,182,1784,0,,As Expected,As Expected
402539,ATLANTIS RENAL CENTRE OF TOA BAJA,Profit,ATLANTIS HEALTHCARE GROUP,31,Worse than Expected,117,176,1601,189,1691,Worse than Expected,As Expected,Worse than Expected,123,145,460,Better than Expected,Worse than Expected,186,186,1650,0,,As Expected,As Expected
402540,FMC CANOVANAS,Profit,FRESENIUS MEDICAL CARE,28,As Expected,55,118,712,124,750,As Expected,As Expected,As Expected,71,58,333,Not Available,Worse than Expected,100,100,560,0,,As Expected,As Expected
402541,ATLANTIS RENAL CENTRE OF CAROLINA,Profit,ATLANTIS HEALTHCARE GROUP,48,Worse than Expected,128,209,1871,229,2021,Worse than Expected,As Expected,Worse than Expected,137,218,474,Better than Expected,Worse than Expected,210,210,1819,0,,As Expected,As Expected
422602,"US RENAL CARE,INC",Profit,"US RENAL CARE, INC.",15,As Expected,37,50,457,50,464,As Expected,As Expected,As Expected,44,40,172,As Expected,As Expected,51,51,469,0,,Not Available,As Expected
433506,MONUMENT HEALTH DIALYSIS CENTER - SPEARFISH,Non-Profit,INDEPENDENT,6,As Expected,29,39,352,40,345,As Expected,As Expected,As Expected,33,20,138,As Expected,As Expected,41,41,367,0,,Not Available,As Expected
433507,MADISON DIALYSIS OF SANFORD HEALTH,Non-Profit,SANFORD HEALTH,5,Not Available,5,8,44,10,50,Not Available,Not Available,As Expected,6,3,30,Not Available,Not Available,10,10,50,0,,Not Available,Not Available
433510,AVERA DIALYSIS - BROOKINGS,Non-Profit,INDEPENDENT,7,Not Available,21,20,173,27,197,As Expected,As Expected,As Expected,24,15,89,As Expected,As Expected,27,27,196,0,,Not Available,As Expected
433511,AVERA DIALYSIS - MITCHELL,Non-Profit,INDEPENDENT,12,As Expected,34,44,312,49,336,As Expected,As Expected,As Expected,40,37,117,Worse than Expected,As Expected,50,50,344,0,,Not Available,As Expected
433512,AVERA DIALYSIS - WAGNER,Non-Profit,INDEPENDENT,8,As Expected,16,25,225,28,241,As Expected,As Expected,As Expected,19,33,74,As Expected,As Expected,28,28,240,0,,Not Available,As Expected
422514,BMA OF BEAUFORT INC LOW COUNTRY DIALYSIS,Profit,FRESENIUS MEDICAL CARE,22,As Expected,89,121,1081,128,1145,As Expected,As Expected,As Expected,114,148,395,As Expected,As Expected,115,115,988,0,,As Expected,As Expected
422515,DAVITA GREENWOOD DIALYSIS,Profit,DAVITA,41,As Expected,137,211,1956,215,2042,As Expected,As Expected,As Expected,156,141,645,As Expected,As Expected,175,175,1651,0,,As Expected,As Expected
422516,RAI CARE CENTERS N CHARLESTON,Profit,FRESENIUS MEDICAL CARE,20,As Expected,71,91,792,95,810,As Expected,As Expected,As Expected,77,99,336,As Expected,Worse than Expected,96,96,844,0,,As Expected,As Expected
422621,FRESENIUS MEDICAL CARE FORT LAWN,Profit,FRESENIUS MEDICAL CARE,17,As Expected,33,49,454,52,461,As Expected,As Expected,As Expected,41,37,183,Better than Expected,As Expected,53,53,468,0,,Not Available,As Expected
422622,DAVITA LONGS DIALYSIS,Profit,DAVITA,10,As Expected,34,47,348,47,349,As Expected,Worse than Expected,As Expected,38,44,133,Worse than Expected,As Expected,49,49,370,0,,Not Available,As Expected
402501,FMC SAN JUAN DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,33,Worse than Expected,83,163,1549,169,1590,Worse than Expected,Worse than Expected,Worse than Expected,101,167,464,As Expected,Worse than Expected,174,174,1643,0,,As Expected,Worse than Expected
402502,FMC PONCE DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,34,Worse than Expected,109,173,1680,179,1733,Worse than Expected,As Expected,Worse than Expected,116,154,544,Better than Expected,As Expected,169,169,1664,0,,Worse than Expected,As Expected
402503,FMC MAYAGUEZ DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,30,As Expected,84,144,1394,150,1444,As Expected,As Expected,Worse than Expected,92,89,401,Better than Expected,Worse than Expected,149,149,1439,0,,As Expected,As Expected
402504,FMC BAYAMON,Profit,FRESENIUS MEDICAL CARE,45,As Expected,130,230,2098,246,2246,As Expected,As Expected,Worse than Expected,149,168,515,As Expected,Worse than Expected,245,245,2254,0,,Worse than Expected,Worse than Expected
402505,FMC CAGUAS DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,39,Worse than Expected,141,250,2409,261,2518,As Expected,As Expected,Worse than Expected,156,133,641,Better than Expected,As Expected,228,228,2172,0,,As Expected,As Expected
402543,FMC SANTA JUANITA,Profit,FRESENIUS MEDICAL CARE,33,Worse than Expected,120,227,2161,228,2188,As Expected,As Expected,Worse than Expected,139,147,514,Better than Expected,Worse than Expected,215,215,2030,0,,Worse than Expected,As Expected
402544,"BIO-MEDICAL APPLICATIONS OF PUERTO RICO, INC.",Profit,FRESENIUS MEDICAL CARE,6,Not Available,8,15,127,0,0,Not Available,Not Available,Not Available,8,9,41,Not Available,Worse than Expected,16,16,133,0,,Not Available,As Expected
422576,PEE DEE DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,18,As Expected,81,105,1046,108,1079,As Expected,As Expected,As Expected,87,97,399,As Expected,As Expected,108,108,1087,0,,As Expected,As Expected
422577,DIALYSIS CLINIC INC LANDRUM,Non-Profit,"DIALYSIS CLINIC, INC.",13,As Expected,24,30,260,32,271,As Expected,As Expected,As Expected,28,20,116,As Expected,As Expected,32,32,273,0,,Not Available,As Expected
422578,DAVITA PALMETTO DIALYSIS,Profit,DAVITA,21,As Expected,53,78,745,82,768,As Expected,As Expected,As Expected,61,50,303,As Expected,As Expected,82,82,761,0,,Not Available,As Expected
433513,MOUNUMENT HEALTH DIALYSIS CENTER,Non-Profit,INDEPENDENT,24,As Expected,137,170,1522,184,1570,As Expected,As Expected,As Expected,144,129,461,Worse than Expected,As Expected,166,166,1372,0,,As Expected,As Expected
392857,DIALYSIS CARE CENTER - MECHANICSBURG LLC,Profit,INDEPENDENT,11,As Expected,30,46,366,49,375,As Expected,As Expected,As Expected,33,47,60,As Expected,As Expected,34,34,240,0,,Not Available,As Expected
